B-5-B,4,B,5,B
B-6-B,1,B,6,B
B-26-B,2,B,26,B
C-6-B,1,C,6,B
C-9-B,2,C,9,B
F-4-B,4,F,4,B
I-5-B,1,I,5,B
I-6-B,1,I,6,B
I-25-B,1,I,25,B
I-26-B,2,I,26,B
M-5-B,1,M,5,B
M-6-B,1,M,6,B
M-7-B,2,M,7,B
M-9-B,2,M,9,B
M-25-B,1,M,25,B
M-26-B,2,M,26,B
O-9-B,2,O,9,B
Q-11-B,5,Q,11,B
R-18-B,3,R,18,B
S-5-B,1,S,5,B
S-15-B,1,S,15,B
W-22-B,1,W,22,B
